title,artist,danceability,energy,db,valence,bpm
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,0.722,0.761,-4.459,0.624,128.044
Party Rock Anthem,LMFAO,0.751,0.736,-4.168,0.352,130.014
Firework,Katy Perry,0.638,0.832,-5.039,0.648,124.071
Grenade,Bruno Mars,0.704,0.558,-7.273,0.245,110.444
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,0.595,0.912,-3.428,0.762,128.024
Mr. Saxobeat,Alexandra Stan,0.726,0.931,-4.152,0.797,126.976
Who's That Chick? (feat. Rihanna),David Guetta,0.675,0.602,-4.733,0.933,127.938
On The Floor,Jennifer Lopez,0.73,0.777,-5.194,0.575,130.0
S&M,Rihanna,0.767,0.682,-5.02,0.833,127.975
Blow,Kesha,0.753,0.729,-3.862,0.812,120.013
Sweat - Remix,Snoop Dogg,0.813,0.732,-5.636,0.731,130.02
Higher,Taio Cruz,0.672,0.907,-5.069,0.746,128.027
More - RedOne Jimmy Joker Remix,Usher,0.551,0.893,-2.628,0.794,125.083
Changed the Way You Kiss Me - Radio Edit,Example,0.578,0.857,-3.78,0.188,126.979
Just Can’t Get Enough,Black Eyed Peas,0.659,0.628,-8.685,0.262,94.05
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,0.666,0.876,-3.078,0.552,129.884
I Follow Rivers - The Magician Remix,Lykke Li,0.786,0.709,-5.737,0.285,122.019
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.671,0.939,-3.206,0.53,129.024
Love You Like A Love Song,Selena Gomez & The Scene,0.858,0.678,-3.87,0.922,117.009
Black and Yellow,Wiz Khalifa,0.684,0.834,-4.524,0.538,164.02
E.T.,Katy Perry,0.62,0.869,-5.252,0.76,151.684
I Wanna Go,Britney Spears,0.696,0.546,-6.55,0.787,130.002
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.646,0.795,-3.293,0.796,89.99
Stereo Love - Radio Edit,Edward Maya,0.799,0.783,-3.896,0.586,127.041
Tonight (I'm Fuckin' You),Enrique Iglesias,0.648,0.89,-3.982,0.321,125.953
Down On Me,Jeremih,0.7,0.598,-7.783,0.594,160.041
Loca People - Radio Edit,Sak Noel,0.926,0.808,-3.148,0.701,127.998
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,0.843,0.881,-3.951,0.876,110.621
Sexy And I Know It,LMFAO,0.707,0.861,-4.225,0.795,130.021
You Make Me Feel... (feat. Sabi),Cobra Starship,0.668,0.857,-2.944,0.748,131.959
Do It Like A Dude,Jessie J,0.663,0.843,-3.672,0.375,140.036
Louder (feat. Sian Evans) - Radio Edit,DJ Fresh,0.31,0.926,-1.131,0.493,139.85
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,0.76,0.595,-6.366,0.361,131.497
When We Stand Together,Nickelback,0.446,0.9,-3.541,0.88,187.961
Midnight City,M83,0.507,0.729,-5.399,0.272,105.013
Till the World Ends,Britney Spears,0.693,0.705,-5.747,0.45,131.951
Earthquake (feat. Tinie Tempah),Labrinth,0.54,0.856,-3.966,0.258,153.071
Don't Wanna Go Home,Jason Derulo,0.671,0.808,-4.861,0.637,121.956
Paradise,Coldplay,0.449,0.585,-6.761,0.212,139.631
Last Friday Night (T.G.I.F.),Katy Perry,0.649,0.815,-3.796,0.765,126.03
Set Fire to the Rain,Adele,0.603,0.67,-3.882,0.445,107.995
I Need A Doctor,Dr. Dre,0.594,0.946,-4.521,0.397,155.826
6 Foot 7 Foot,Lil Wayne,0.364,0.752,-5.429,0.606,79.119
I'm On One,DJ Khaled,0.413,0.807,-3.499,0.438,149.33
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,0.767,0.677,-6.128,0.538,146.155
Rocketeer,Far East Movement,0.664,0.845,-6.115,0.357,96.005
Glad You Came,The Wanted,0.722,0.851,-3.873,0.452,126.885
We R Who We R,Kesha,0.736,0.817,-4.9,0.653,119.95
Motivation,Kelly Rowland,0.744,0.672,-5.589,0.266,140.889
We Found Love,Rihanna,0.735,0.766,-4.485,0.6,127.985
Don't Hold Your Breath,Nicole Scherzinger,0.66,0.797,-6.096,0.674,110.955
Buzzin Remix,Mann,0.687,0.939,-4.372,0.539,104.029
Yeah 3x,Chris Brown,0.705,0.882,-3.201,0.7,130.0
Save The World,Swedish House Mafia,0.507,0.665,-7.598,0.4,126.879
All Of The Lights,Kanye West,0.531,0.803,-3.284,0.221,142.113
Sure Thing,Miguel,0.684,0.607,-8.127,0.498,81.001
Coming Home,Diddy - Dirty Money,0.392,0.839,-1.921,0.232,168.001
What's My Name?,Rihanna,0.692,0.786,-2.959,0.583,100.025
Beautiful People,Chris Brown,0.415,0.775,-6.366,0.536,127.898
What the Hell,Avril Lavigne,0.578,0.926,-3.689,0.877,149.976
Read All About It,Professor Green,0.656,0.752,-5.522,0.445,100.963
Blind Faith,Chase & Status,0.45,0.846,-4.712,0.402,140.042
Champion (feat. Chris Brown),Chip,0.415,0.934,-2.914,0.52,190.151
Who Says,Selena Gomez & The Scene,0.682,0.927,-2.915,0.744,101.019
Down With The Trumpets,Rizzle Kicks,0.753,0.88,-4.689,0.794,115.057
Born This Way,Lady Gaga,0.587,0.828,-5.108,0.494,123.907
Super Bass,Nicki Minaj,0.72,0.861,-4.339,0.669,126.991
Donald Trump,Mac Miller,0.636,0.901,-7.094,0.836,162.994
Bounce (feat. Kelis) - Radio Edit,Calvin Harris,0.779,0.963,-2.125,0.759,127.941
Without You (feat. Usher),David Guetta,0.608,0.614,-3.727,0.402,127.884
Pumped Up Kicks,Foster The People,0.733,0.71,-5.849,0.965,127.975
Headlines,Drake,0.636,0.566,-7.16,0.425,151.894
Price Tag,Jessie J,0.636,0.831,-3.945,0.668,175.015
Dirt Road Anthem,Jason Aldean,0.678,0.739,-5.068,0.658,127.037
Roll Up,Wiz Khalifa,0.523,0.805,-5.473,0.602,125.358
Good Life,OneRepublic,0.634,0.69,-7.804,0.645,94.988
Lighters,Bad Meets Evil,0.676,0.695,-8.327,0.144,90.268
The Lazy Song,Bruno Mars,0.794,0.711,-5.124,0.955,174.915
The Show Goes On,Lupe Fiasco,0.591,0.889,-3.839,0.65,143.067
I Won't Let You Go,James Morrison,0.537,0.611,-6.427,0.161,105.955
It Girl,Jason Derulo,0.668,0.718,-4.736,0.345,91.993
Someone Like You,Adele,0.554,0.321,-8.251,0.288,135.047
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,0.683,0.734,-4.523,0.576,106.254
Pretty Girl Rock,Keri Hilson,0.666,0.87,-5.004,0.9,160.014
F**kin' Perfect,P!nk,0.563,0.671,-4.788,0.45,91.964
Honey Bee,Blake Shelton,0.481,0.849,-5.131,0.723,205.57
The Edge Of Glory,Lady Gaga,0.583,0.768,-6.477,0.357,127.952
Just A Kiss,Lady A,0.593,0.639,-5.826,0.332,142.881
Tonight Tonight,Hot Chelle Rae,0.686,0.783,-4.977,0.814,99.978
Tongue Tied,Grouplove,0.56,0.936,-5.835,0.371,112.96
Every Teardrop Is a Waterfall,Coldplay,0.425,0.732,-6.883,0.333,117.98
Best Thing I Never Had,Beyoncé,0.545,0.649,-4.062,0.297,99.099
Raise Your Glass,P!nk,0.7,0.709,-5.006,0.624,122.019
Jar of Hearts,Christina Perri,0.349,0.348,-6.142,0.0886,74.541
Marry You,Bruno Mars,0.621,0.82,-4.865,0.452,144.905
If I Die Young,The Band Perry,0.606,0.497,-6.611,0.362,130.739
How To Love,Lil Wayne,0.644,0.661,-6.093,0.272,153.992
Wherever You Will Go,Charlene Soraia,0.597,0.115,-9.217,0.128,111.202
A Thousand Years,Christina Perri,0.421,0.407,-7.445,0.161,139.028
We Found Love,Rihanna,0.735,0.766,-4.485,0.6,127.985
Call Me Maybe,Carly Rae Jepsen,0.783,0.58,-6.548,0.66,120.021
We Are Young (feat. Janelle Monáe),fun.,0.378,0.638,-5.576,0.735,184.086
She Doesn't Mind,Sean Paul,0.718,0.776,-5.208,0.622,120.015
International Love (feat. Chris Brown),Pitbull,0.67,0.855,-3.035,0.648,120.05
In The Dark,DEV,0.736,0.824,-4.231,0.443,124.954
Skyfall,Adele,0.346,0.552,-6.864,0.0789,75.881
Turn Me On (feat. Nicki Minaj),David Guetta,0.704,0.793,-2.266,0.412,127.96
Where Have You Been,Rihanna,0.719,0.847,-6.34,0.444,127.963
Ni**as In Paris,JAY-Z,0.789,0.858,-5.542,0.775,140.022
One More Night,Maroon 5,0.716,0.821,-3.435,0.618,92.997
Bangarang (feat. Sirah),Skrillex,0.716,0.972,-2.302,0.576,110.026
Chasing The Sun,The Wanted,0.637,0.732,-6.209,0.68,128.108
Whistle,Flo Rida,0.747,0.937,-5.746,0.739,103.976
This Is Love,will.i.am,0.535,0.796,-3.446,0.282,128.954
She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.492,0.857,-2.634,0.393,129.973
Pound The Alarm,Nicki Minaj,0.728,0.858,-3.686,0.591,125.055
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,0.716,0.485,-7.745,0.26,74.132
Primadonna,MARINA,0.66,0.689,-2.671,0.427,127.98
Mercy,Kanye West,0.563,0.496,-9.381,0.426,139.993
Hot Right Now (feat. RITA ORA) - Radio Edit,DJ Fresh,0.524,0.972,-1.569,0.476,175.017
Sexy And I Know It,LMFAO,0.707,0.861,-4.225,0.795,130.021
Gangnam Style (강남스타일),PSY,0.727,0.937,-2.871,0.749,132.067
Die Young,Kesha,0.711,0.7,-4.805,0.801,128.001
Scream,Usher,0.616,0.862,-5.18,0.569,127.992
Troublemaker (feat. Flo Rida),Olly Murs,0.762,0.863,-3.689,0.965,106.008
BURN IT DOWN,Linkin Park,0.585,0.972,-4.45,0.585,110.006
Locked out of Heaven,Bruno Mars,0.726,0.698,-4.165,0.867,143.994
Levels - Radio Edit,Avicii,0.584,0.889,-5.941,0.464,126.04
Good Feeling,Flo Rida,0.706,0.89,-4.444,0.684,128.011
Diamonds,Rihanna,0.564,0.71,-4.92,0.393,91.972
"Work Hard, Play Hard",Wiz Khalifa,0.787,0.666,-4.475,0.485,140.008
Part Of Me,Katy Perry,0.678,0.918,-4.63,0.769,130.028
Starships,Nicki Minaj,0.747,0.716,-2.457,0.751,125.008
m.A.A.d city,Kendrick Lamar,0.487,0.729,-6.815,0.217,91.048
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,0.821,0.676,-6.366,0.559,119.012
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,0.578,0.946,-3.85,0.588,126.092
212,Azealia Banks,0.847,0.769,-5.761,0.626,126.017
Payphone,Maroon 5,0.743,0.752,-4.813,0.545,110.015
Impossible,James Arthur,0.376,0.695,-4.782,0.302,169.533
Ai Se Eu Te Pego - Live,Michel Teló,0.676,0.935,-4.55,0.85,96.055
Million Voices - Radio Edit,Otto Knows,0.582,0.894,-6.298,0.0694,125.946
I Love It,Icona Pop,0.71,0.901,-2.686,0.86,125.953
Rack City,Tyga,0.929,0.339,-10.881,0.273,98.986
Feel So Close - Radio Edit,Calvin Harris,0.707,0.924,-2.842,0.919,127.937
Dance Again,Jennifer Lopez,0.797,0.867,-5.242,0.716,127.974
Oblivion,Grimes,0.697,0.529,-8.838,0.486,155.974
Rumour Has It,Adele,0.612,0.748,-5.014,0.574,120.052
Paradise,Coldplay,0.449,0.585,-6.761,0.212,139.631
Turn Up the Music,Chris Brown,0.594,0.841,-5.792,0.643,129.925
Lost,Frank Ocean,0.913,0.603,-4.892,0.497,123.061
Let's Go (feat. Ne-Yo),Calvin Harris,0.71,0.882,-2.932,0.875,128.016
Hall of Fame (feat. will.i.am),The Script,0.421,0.873,-4.343,0.629,84.786
Don't You Worry Child - Radio Edit,Swedish House Mafia,0.612,0.84,-3.145,0.438,129.042
How to Be a Heartbreaker,MARINA,0.69,0.897,-4.696,0.849,140.05
Boyfriend,Justin Bieber,0.717,0.55,-6.019,0.331,96.979
Titanium (feat. Sia),David Guetta,0.604,0.787,-3.674,0.301,126.062
Domino,Jessie J,0.758,0.557,-4.568,0.781,126.986
I Knew You Were Trouble.,Taylor Swift,0.622,0.469,-6.798,0.679,77.019
Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,0.646,0.784,-7.471,0.179,127.839
Try,P!nk,0.674,0.628,-7.079,0.552,103.998
Candy,Robbie Williams,0.715,0.791,-6.63,0.879,116.043
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.715,0.655,-6.425,0.531,95.078
As Long As You Love Me,Justin Bieber,0.571,0.873,-3.382,0.613,139.691
R.I.P. (feat. Tinie Tempah),Rita Ora,0.603,0.831,-3.443,0.358,72.022
Too Close,Alex Clare,0.588,0.694,-4.278,0.271,126.027
Faded,Tyga,0.831,0.667,-8.438,0.339,95.073
Years - ラジオ・エディット,Alesso,0.37,0.823,-6.245,0.323,128.008
Battle Scars (feat. Lupe Fiasco),Guy Sebastian,0.61,0.863,-2.632,0.508,83.993
The One That Got Away,Katy Perry,0.687,0.792,-4.023,0.864,133.962
Silhouettes - Original Radio Edit,Avicii,0.605,0.8,-6.235,0.836,128.074
Somebody That I Used To Know,Gotye,0.863,0.527,-6.896,0.674,129.054
Wild Ones (feat. Sia),Flo Rida,0.608,0.86,-5.324,0.437,127.075
What Makes You Beautiful,One Direction,0.726,0.787,-2.494,0.888,124.99
Born To Die,Lana Del Rey,0.18,0.636,-6.591,0.39,75.223
C'Mon,Kesha,0.558,0.781,-5.448,0.286,126.025
Good Time,Owl City,0.56,0.872,-4.269,0.682,126.05
We'll Be Coming Back (feat. Example),Calvin Harris,0.596,0.952,-4.364,0.571,127.945
"Read All About It, Pt. III",Emeli Sandé,0.63,0.44,-7.186,0.343,98.082
Lights - Single Version,Ellie Goulding,0.682,0.795,-6.17,0.78,120.008
Drive By,Train,0.765,0.837,-3.113,0.721,122.028
Latch,Disclosure,0.503,0.727,-5.456,0.521,121.985
Princess of China,Coldplay,0.42,0.69,-6.221,0.237,85.014
Live While We're Young,One Direction,0.658,0.837,-2.063,0.936,126.015
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,0.716,0.838,-4.289,0.646,130.034
Blown Away,Carrie Underwood,0.531,0.843,-2.569,0.392,136.991
Breezeblocks,alt-J,0.616,0.656,-7.298,0.286,150.071
Don't Wake Me Up,Chris Brown,0.602,0.691,-5.197,0.206,127.967
Stronger (What Doesn't Kill You),Kelly Clarkson,0.562,0.939,-4.282,0.684,116.044
The Motto,Drake,0.766,0.442,-8.558,0.39,201.8
Wide Awake,Katy Perry,0.514,0.683,-5.099,0.575,159.814
How We Do (Party),Rita Ora,0.738,0.922,-3.94,0.689,116.024
Feel the Love (feat. John Newman),Rudimental,0.389,0.706,-6.849,0.238,179.911
Ride,Lana Del Rey,0.373,0.686,-5.52,0.189,93.763
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0.658,0.677,-6.628,0.248,124.91
Give Your Heart a Break,Demi Lovato,0.651,0.695,-3.218,0.569,123.008
Take Care,Drake,0.629,0.515,-10.358,0.299,121.845
Wings,Little Mix,0.738,0.875,-3.141,0.538,114.962
It Will Rain,Bruno Mars,0.576,0.835,-6.826,0.476,150.017
Want U Back,Cher Lloyd,0.696,0.893,-2.963,0.573,97.954
Royals,Lorde,0.674,0.428,-9.504,0.337,84.878
Blurred Lines,Robin Thicke,0.861,0.504,-7.707,0.881,120.0
Radioactive,Imagine Dragons,0.448,0.784,-3.686,0.236,136.245
Wake Me Up,Avicii,0.532,0.783,-5.697,0.643,124.08
Locked out of Heaven,Bruno Mars,0.726,0.698,-4.165,0.867,143.994
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.781,0.526,-6.985,0.662,94.992
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.794,0.811,-8.966,0.862,116.047
Scream & Shout,will.i.am,0.772,0.685,-6.849,0.501,130.033
Papaoutai,Stromae,0.733,0.818,-7.222,0.253,116.019
Get Up (Rattle) - Vocal Edit,Bingo Players,0.801,0.985,-2.69,0.722,127.99
La La La,Naughty Boy,0.754,0.677,-4.399,0.254,124.988
Another Love,Tom Odell,0.445,0.537,-8.532,0.131,122.769
We Own It (Fast & Furious),2 Chainz,0.563,0.902,-4.586,0.559,171.999
Play Hard (feat. Ne-Yo & Akon),David Guetta,0.691,0.921,-1.702,0.8,130.072
Feel This Moment (feat. Christina Aguilera),Pitbull,0.673,0.758,-3.632,0.542,135.956
#thatPOWER,will.i.am,0.797,0.608,-6.096,0.402,127.999
Love Me,Lil Wayne,0.669,0.634,-6.476,0.496,124.906
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.641,0.922,-4.457,0.847,146.078
Animals - Radio Edit,Martin Garrix,0.593,0.914,-5.351,0.0381,128.015
Talk Dirty (feat. 2 Chainz),Jason Derulo,0.76,0.652,-7.321,0.759,100.315
Love Me Again,John Newman,0.495,0.894,-4.814,0.213,126.03
Work B**ch,Britney Spears,0.63,0.816,-6.535,0.85,128.012
Sweater Weather,The Neighbourhood,0.612,0.807,-2.81,0.398,124.053
Reload - Radio Edit,Sebastian Ingrosso,0.485,0.724,-4.633,0.433,128.045
Safe And Sound,Capital Cities,0.652,0.783,-4.829,0.836,117.952
Heart Attack,Demi Lovato,0.504,0.785,-4.802,0.502,173.968
Why'd You Only Call Me When You're High?,Arctic Monkeys,0.691,0.631,-6.478,0.8,92.004
Beauty And A Beat,Justin Bieber,0.602,0.843,-4.831,0.526,128.003
The Monster,Eminem,0.781,0.853,-3.68,0.624,110.049
Don't Stop the Party (feat. TJR),Pitbull,0.722,0.958,-3.617,0.952,127.008
Come & Get It,Selena Gomez,0.546,0.787,-4.1,0.573,79.979
True Love (feat. Lily Allen),P!nk,0.457,0.823,-4.76,0.578,192.205
White Noise,Disclosure,0.665,0.844,-6.164,0.902,119.978
I Cry,Flo Rida,0.693,0.822,-5.441,0.763,126.035
Black Skinhead,Kanye West,0.578,0.825,-6.107,0.283,130.089
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,0.572,0.81,-5.791,0.11,126.052
Berzerk,Eminem,0.739,0.872,-4.059,0.684,95.084
I Love It (feat. Charli XCX),Icona Pop,0.711,0.906,-2.671,0.824,125.916
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,0.558,0.924,-4.341,0.567,151.99
Team,Lorde,0.691,0.582,-7.444,0.427,100.05
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,0.509,0.79,-3.782,0.638,127.946
Demons,Imagine Dragons,0.505,0.71,-3.015,0.428,89.938
One Way or Another (Teenage Kicks),One Direction,0.489,0.867,-3.121,0.409,162.131
I Knew You Were Trouble.,Taylor Swift,0.622,0.469,-6.798,0.679,77.019
Do I Wanna Know?,Arctic Monkeys,0.548,0.532,-7.596,0.405,85.03
Waiting All Night (feat. Ella Eyre),Rudimental,0.544,0.728,-5.358,0.281,174.983
Sonnentanz - Sun Don't Shine,Klangkarussell,0.579,0.549,-8.262,0.155,119.74
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,0.665,0.886,-4.175,0.53,128.062
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.853,0.693,-6.87,0.662,95.967
Try,P!nk,0.674,0.628,-7.079,0.552,103.998
The Fox (What Does the Fox Say?),Ylvis,0.703,0.867,-4.292,0.546,128.008
Burn,Ellie Goulding,0.559,0.777,-5.031,0.329,87.016
Harlem Shake,Baauer,0.452,0.794,-5.151,0.282,137.825
I Need Your Love (feat. Ellie Goulding),Calvin Harris,0.695,0.869,-5.066,0.58,124.989
This Is How We Do,Katy Perry,0.69,0.636,-6.028,0.8,96.0
Sail,AWOLNATION,0.825,0.435,-9.582,0.243,119.038
Need U (100%) [feat. A*M*E] - Radio Edit,Duke Dumont,0.681,0.835,-5.705,0.469,124.047
The Other Side,Jason Derulo,0.561,0.836,-3.939,0.517,127.923
Look Right Through - MK Vocal Edit,Storm Queen,0.832,0.815,-8.035,0.519,119.995
Sweet Nothing (feat. Florence Welch),Calvin Harris,0.573,0.929,-3.942,0.582,127.934
Unconditionally,Katy Perry,0.555,0.729,-4.813,0.369,129.003
Bad (feat. Rihanna) - Remix,Wale,0.807,0.702,-6.594,0.447,114.038
Body Party,Ciara,0.577,0.576,-6.299,0.12,133.973
Started From the Bottom,Drake,0.794,0.523,-7.829,0.56,86.307
Wings,Birdy,0.474,0.707,-4.534,0.224,83.235
Of The Night,Bastille,0.67,0.829,-7.2,0.349,125.01
Dear Darlin',Olly Murs,0.512,0.828,-4.672,0.34,124.021
Roar,Katy Perry,0.554,0.772,-4.821,0.455,179.984
Sure Be Cool If You Did,Blake Shelton,0.576,0.726,-4.625,0.582,136.802
Thinking About You (feat. Ayah Marar),Calvin Harris,0.725,0.874,-3.715,0.748,127.985
Holy Grail,JAY-Z,0.676,0.534,-6.901,0.156,145.082
Ready or Not,Bridgit Mendler,0.715,0.872,-3.835,0.748,93.043
What About Us,The Saturdays,0.704,0.68,-4.751,0.689,123.973
Pompeii,Bastille,0.679,0.715,-6.383,0.571,127.435
Best Song Ever,One Direction,0.652,0.877,-2.986,0.486,118.491
Hey Porsche,Nelly,0.726,0.795,-4.653,0.952,115.995
Clarity,Zedd,0.523,0.78,-3.464,0.193,128.006
Wrecking Ball,Miley Cyrus,0.53,0.422,-6.262,0.349,119.964
Fine China,Chris Brown,0.659,0.735,-4.758,0.609,104.038
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,0.832,0.659,-7.828,0.674,100.163
This Is What It Feels Like,Armin van Buuren,0.551,0.833,-5.217,0.145,129.885
Mirrors,Justin Timberlake,0.574,0.512,-6.664,0.512,76.899
Treasure,Bruno Mars,0.874,0.692,-5.28,0.937,116.017
Little Talks,Of Monsters and Men,0.457,0.757,-5.177,0.417,102.961
We Can't Stop,Miley Cyrus,0.613,0.622,-5.794,0.484,80.003
Power Trip (feat. Miguel),J. Cole,0.667,0.61,-7.054,0.465,99.991
Still into You,Paramore,0.602,0.923,-3.763,0.765,136.01
human,Christina Perri,0.439,0.489,-6.286,0.253,143.808
"Hold On, We're Going Home",Drake,0.773,0.414,-7.436,0.289,99.993
Bonfire Heart,James Blunt,0.575,0.821,-5.7,0.449,118.021
Daylight,Maroon 5,0.656,0.674,-5.473,0.369,120.001
3005,Childish Gambino,0.681,0.463,-6.542,0.661,82.92
Here's to Never Growing Up,Avril Lavigne,0.483,0.871,-3.084,0.716,164.986
22,Taylor Swift,0.661,0.729,-6.561,0.668,103.987
Let Her Go,Passenger,0.509,0.538,-7.335,0.244,75.089
The Way,Ariana Grande,0.645,0.878,-3.208,0.862,82.324
Stay,Rihanna,0.621,0.31,-10.164,0.125,111.893
Suit & Tie (feat. Jay-Z),Justin Timberlake,0.795,0.596,-3.799,0.357,101.985
When I Was Your Man,Bruno Mars,0.612,0.28,-8.648,0.387,72.795
Cruise,Florida Georgia Line,0.457,0.948,-3.364,0.878,148.0
"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,-4.662,0.962,160.019
Dark Horse,Katy Perry,0.647,0.585,-6.123,0.353,131.934
Collard Greens,ScHoolboy Q,0.826,0.571,-4.871,0.666,153.972
Fancy,Iggy Azalea,0.912,0.716,-4.141,0.377,94.981
Animals,Maroon 5,0.279,0.742,-6.46,0.328,189.868
Stay With Me,Sam Smith,0.418,0.42,-6.444,0.184,84.094
Rude,MAGIC!,0.773,0.758,-4.993,0.925,144.033
Chandelier,Sia,0.399,0.787,-2.88,0.572,117.089
All of Me,John Legend,0.422,0.264,-7.064,0.331,119.93
Faded,ZHU,0.861,0.475,-7.195,0.599,124.96
All About That Bass,Meghan Trainor,0.807,0.887,-3.726,0.961,134.052
Lovers on the Sun (feat. Sam Martin),David Guetta,0.645,0.891,-2.505,0.568,124.915
Black Widow,Iggy Azalea,0.743,0.72,-3.753,0.519,163.99
Habits (Stay High),Tove Lo,0.733,0.65,-3.539,0.348,110.003
Gecko (Overdrive) - Radio Edit,Oliver Heldens,0.609,0.885,-5.469,0.76,124.959
You Know You Like It,DJ Snake,0.407,0.725,-5.346,0.247,196.093
Talk Dirty (feat. 2 Chainz),Jason Derulo,0.76,0.652,-7.321,0.759,100.315
Maps,Maroon 5,0.737,0.723,-5.51,0.893,120.003
Bad (feat. Vassy) - Radio Edit,David Guetta,0.614,0.972,-3.927,0.411,127.966
2 On (feat. ScHoolboy Q),Tinashe,0.742,0.595,-7.51,0.431,101.013
My Love (feat. Jess Glynne),Route 94,0.814,0.622,-7.573,0.726,119.976
Bad Blood,Taylor Swift,0.646,0.794,-6.104,0.287,170.216
Na Na,Trey Songz,0.67,0.476,-6.253,0.235,96.975
Under Control (feat. Hurts),Calvin Harris,0.544,0.915,-3.405,0.51,126.094
CoCo,O.T. Genasis,0.886,0.628,-5.949,0.178,119.906
Wiggle (feat. Snoop Dogg),Jason Derulo,0.697,0.621,-6.886,0.721,81.946
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,0.76,0.886,-5.356,0.78,123.002
Don't Tell 'Em,Jeremih,0.856,0.527,-5.225,0.386,98.052
Anaconda,Nicki Minaj,0.964,0.605,-6.223,0.646,129.994
Blame (feat. John Newman),Calvin Harris,0.414,0.857,-4.078,0.348,128.024
Turn Down for What,DJ Snake,0.818,0.799,-4.1,0.0815,100.014
Timber (feat. Ke$ha),Pitbull,0.581,0.963,-4.087,0.788,129.992
Counting Stars,OneRepublic,0.663,0.705,-4.972,0.477,122.014
Hot N*gga,Bobby Shmurda,0.794,0.51,-7.314,0.18,167.879
Summer,Calvin Harris,0.603,0.861,-3.565,0.72,127.962
Man Of The Year,ScHoolboy Q,0.743,0.861,-5.234,0.391,111.959
Am I Wrong,Nico & Vinz,0.729,0.675,-6.003,0.779,119.968
Shower,Becky G,0.699,0.529,-7.548,0.121,119.987
Nobody To Love - Radio Edit,Sigma,0.441,0.921,-3.32,0.182,175.001
#SELFIE - Original Mix,The Chainsmokers,0.789,0.915,-3.263,0.66,127.955
Team,Lorde,0.69,0.578,-7.436,0.416,99.961
Me And My Broken Heart,Rixton,0.545,0.783,-4.261,0.551,174.084
Jubel - Radio Edit,Klingande,0.686,0.524,-7.251,0.0951,124.938
Waves - Robin Schulz Radio Edit,Mr. Probz,0.829,0.51,-9.334,0.45,119.993
Only Love Can Hurt Like This,Paloma Faith,0.566,0.885,-4.528,0.304,90.99
Hideaway,Kiesza,0.838,0.72,-4.135,0.203,122.993
Burn,Ellie Goulding,0.559,0.777,-5.031,0.329,87.016
Break Free,Ariana Grande,0.687,0.702,-5.324,0.284,129.956
Show Me (feat. Chris Brown),Kid Ink,0.711,0.508,-7.299,0.663,98.098
Talking Body,Tove Lo,0.736,0.761,-5.449,0.114,119.999
Loyal (feat. Lil Wayne & Tyga),Chris Brown,0.841,0.522,-5.963,0.616,99.059
Love Runs Out,OneRepublic,0.719,0.935,-3.752,0.738,120.022
Up (feat. Demi Lovato),Olly Murs,0.69,0.845,-4.676,0.638,114.948
High (feat. Nicole Millar),Peking Duk,0.525,0.803,-4.052,0.383,100.094
Stolen Dance,Milky Chance,0.885,0.581,-8.813,0.728,114.016
Don't,Ed Sheeran,0.806,0.608,-7.008,0.849,95.049
Love Me Harder,Ariana Grande,0.472,0.714,-4.389,0.24,98.992
Bailando - Spanish Version,Enrique Iglesias,0.718,0.792,-3.519,0.96,90.949
Hey Brother,Avicii,0.545,0.78,-4.867,0.458,125.014
Bang Bang,Jessie J,0.706,0.786,-3.417,0.751,150.028
I Got U,Duke Dumont,0.636,0.761,-7.752,0.463,120.837
Ready For Your Love,Gorgon City,0.677,0.753,-7.038,0.471,121.939
